,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
14,2614223748945281919,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,49c5fabd,1f0bc64f,1,0,15702,320,50,1722,0,35,100084,79
15,5050219113097934062,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,1d408022,5ae6a2e9,1c6a881d,1,2,21611,320,50,2480,3,297,100111,61
16,5598463187525231383,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7d9c6ab4,49ea3580,1,0,15705,320,50,1722,0,35,100084,79
17,5683535447957574936,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,47dd259f,dab059c4,1,0,20366,320,50,2333,0,39,-1,157
18,5725592619322290132,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,56ba6171,e710234d,1,0,6616,320,50,576,2,35,100131,32
19,5800792598741876243,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ef3a9243,4c8aeb60,1,0,15704,320,50,1722,0,35,-1,79
20,5953298160837827737,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,58ac35fc,81b42528,1,0,15705,320,50,1722,0,35,100084,79
21,7365079075047193519,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,99c72809,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
22,8480616631831068619,0,14102100,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9dee7a6f,aa3d4e52,1,0,19772,320,50,2227,0,687,100081,48
23,9146687760254328205,0,14102100,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,de01a30c,c3006fc4,1,0,20346,300,250,2331,2,39,-1,23
24,9732034477555505250,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,000dcf99,2beaa395,1,0,20352,320,50,2333,0,39,-1,157
25,10011372990117553901,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1412955e,c6263d8a,1,0,15708,320,50,1722,0,35,-1,79
26,11233174883014854010,0,14102101,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,40218d77,d2679b96,1,0,20596,320,50,2161,0,35,-1,157
27,11819032027026811384,1,14102101,1005,0,1b171d6d,272c5d9d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4f497681,8a4875bd,1,0,20008,320,50,2283,0,163,-1,95
28,12171723191211918643,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,870b7514,711ee120,1,0,15707,320,50,1722,0,35,100084,79
29,12841874827015850713,0,14102101,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b96ab6ad,a9fb0439,1,0,20596,320,50,2161,0,35,-1,157
30,13103618570298763812,1,14102101,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4963e109,8a4875bd,1,0,20362,320,50,2333,0,39,100077,157
31,13651608227161686484,0,14102101,1005,0,c96057c1,9425ad2a,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0e5f09b6,05566ad2,1,0,19772,320,50,2227,0,687,100077,48
32,13707754165086787568,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,dca0a020,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
33,13848901785685695854,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,05eb990b,c6263d8a,1,0,15701,320,50,1722,0,35,-1,79
34,14307771095385553674,1,14102101,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5c62f53f,dff23b13,1,0,19016,300,250,2162,2,39,-1,33
35,14362675816598819727,0,14102101,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7312dbd7,2d08e606,1,0,20596,320,50,2161,0,35,-1,157
36,1508406863039181948,1,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,22821d69,3eb8d368,1,0,19743,320,50,2264,3,427,100000,61
37,16237920340189239857,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9bb91c2f,14187c75,1,0,15705,320,50,1722,0,35,-1,79
38,17050017135416461792,0,14102101,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,585c93cf,d787e91b,1,0,20596,320,50,2161,0,35,100210,157
39,17052882237458645804,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,7fd82f88,7801e8d9,0f2161f8,5ae21e6f,0d45a0ac,e47f989b,1,0,20596,320,50,2161,0,35,-1,157
40,17514393388895109997,0,14102101,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e954c70d,d787e91b,1,0,16208,320,50,1800,3,167,100079,23
41,17634986360367657608,0,14102101,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8619eef2,649e7a14,1,0,16615,320,50,1863,3,39,-1,23
42,18234591132516887531,0,14102101,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cc76d725,42a85e5f,1,0,19878,320,50,2271,0,687,100076,48
43,1906766759230312478,0,14102101,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ce92af9a,64a7b95b,1,0,19251,320,50,2201,3,35,100074,43
44,2953019281026739018,0,14102101,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1a4827eb,428bcb95,1,0,16071,320,50,1784,2,175,100081,95
45,3069806829036764351,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,16c5f202,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
46,3289522436198908642,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,df3c3233,6389a670,df36cdb8,1,3,21647,320,50,2487,1,547,100021,51
47,3305297752484564265,1,14102101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,a0f5f879,1,0,17614,320,50,1993,2,1063,-1,33
48,3404049119393062533,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,13b1743f,0153a639,1,0,15704,320,50,1722,0,35,-1,79
49,3813906531762374997,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,f39b265e,1,0,15707,320,50,1722,0,35,-1,79
50,3827485178766266262,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1116809e,f39b265e,1,0,15708,320,50,1722,0,35,100083,79
51,4624996284424719883,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9cb00b65,711ee120,1,0,15707,320,50,1722,0,35,-1,79
52,5614313971160143997,1,14102101,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,48f9251a,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
53,6127991879997083259,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,fb469549,a46d1061,1,0,21611,320,50,2480,3,297,100111,61
54,6311350839336911015,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c873a1ad,5c61e7ff,1,0,15699,320,50,1722,0,35,100084,79
55,6429683254252813608,0,14102101,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,777872f6,8a4875bd,1,0,16920,320,50,1899,0,431,100077,117
56,6816109853912340656,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,6c0d621e,8815faff,1,0,21647,320,50,2487,1,547,-1,51
57,6860552537569804336,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5e9063c9,3d64834e,1,2,15706,320,50,1722,0,35,100083,79
58,6956189626904096298,0,14102101,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,06320256,d787e91b,1,0,21647,320,50,2487,1,547,-1,51
59,7028732200091770422,0,14102101,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a01ce052,76dc4769,1,0,19950,320,50,1800,3,167,100081,23
60,7134006166710676123,0,14102101,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,004b4a39,d787e91b,1,0,20362,320,50,2333,0,39,-1,157
61,749999237375894596,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,896b9de8,7294839b,1,0,15704,320,50,1722,0,35,100084,79
62,7637049367604822438,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,4b1f2cdc,99e427c9,1,0,20508,320,50,2351,3,163,100020,61
63,7746232595232576768,0,14102101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e3eaf5e2,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
64,7751870350263004826,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,30635f57,06de716c,f063b808,1,0,19251,320,50,2201,3,35,-1,43
65,8786023919543688030,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4f44930c,7fdd04d2,1,0,15702,320,50,1722,0,35,-1,79
66,9951924506782778499,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0ab33418,dd701fcb,1,0,15703,320,50,1722,0,35,100084,79
67,10941306541406332956,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,599ec71a,e89d7ec2,1,0,21611,320,50,2480,3,297,100111,61
68,11073134151358254150,1,14102102,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,178a707f,a5bce124,1,0,16920,320,50,1899,0,431,100075,117
69,11309731593050081366,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cefc65fa,f39b265e,1,0,15704,320,50,1722,0,35,-1,79
70,11326708487464316157,0,14102102,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af4a9787,0bc44f2a,1,0,16687,320,50,1872,3,39,-1,23
71,11895542159451670173,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,50e2cdc8,c6263d8a,1,0,19776,320,50,2229,0,687,100031,48
72,12149167870628727639,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e69a444c,2347f47a,8ded1f7a,a99f214a,3b119104,c6263d8a,1,0,21647,320,50,2487,1,547,-1,51
73,13022962501381707155,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,23281339,4ea23a13,1,0,15707,320,50,1722,0,35,100084,79
74,13505160540200405597,0,14102102,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,81ad93a9,76dc4769,1,0,16208,320,50,1800,3,167,100075,23
75,14586516660279833398,1,14102102,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,31c43405,a0f5f879,1,0,17654,300,250,1994,2,39,-1,33
76,1483371881980158037,1,14102102,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,62e254a3,95c0e2f5,1,0,18993,320,50,2161,0,35,-1,157
77,15347801617359146982,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,2203a096,1,0,15699,320,50,1722,0,35,-1,79
78,15704677301874514029,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a7f3ffed,be6db1d7,1,0,21647,320,50,2487,1,547,-1,51
79,15892850134568434498,0,14102102,1005,1,22d080df,6eb534a7,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,445c420e,8b1aa260,1,0,18993,320,50,2161,0,35,-1,157
80,15987887228972153692,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,238eafb1,d056b4bf,1,0,21611,320,50,2480,3,297,100111,61
81,16173851190706836150,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,4d7529e5,47f04e9e,9e3836ff,1,3,17163,320,50,1955,3,163,100192,71
82,17029580598045197006,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,74d1e7e7,7db3ac53,20b26358,1,0,21611,320,50,2480,3,297,100111,61
83,17301367712247236677,0,14102102,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e981474a,ecb851b2,1,0,15703,320,50,1722,0,35,100084,79
84,17604908810845808968,0,14102102,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c75145dc,c6263d8a,1,0,17654,300,250,1994,2,39,-1,33
85,17716376503050968518,0,14102102,1005,0,d7f3460b,f7570339,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,35a1da7f,a5fbe35d,1,0,16859,320,50,1887,3,39,-1,23
86,17752847905434644128,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e3591e66,58bb806d,1,0,15708,320,50,1722,0,35,-1,79
87,17875262553581191628,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,f39b265e,1,0,15704,320,50,1722,0,35,-1,79
88,1815425625666317978,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,cfbd8210,d9b5648e,0f2161f8,a99f214a,8a62ffb3,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
89,18156232465043276210,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,75d46b64,144fb2f6,1,0,19251,320,50,2201,3,35,-1,43
90,1994894972165129583,0,14102102,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ffb79d24,6332421a,1,0,18993,320,50,2161,0,35,-1,157
91,2596426687008960682,1,14102102,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,df1a69f1,1f0bc64f,1,0,16858,320,50,1887,3,39,-1,23
92,3249031747453019269,0,14102102,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ae9122b7,1dcccfd5,1,0,19015,300,250,2162,2,39,-1,33
93,3284187261646685804,0,14102102,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,98582c5f,1f0bc64f,1,0,15703,320,50,1722,0,35,-1,79
94,3832847815351102315,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,25606f29,84420ce3,14d64256,1,0,21647,320,50,2487,1,547,-1,51
95,4152960006638414277,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,0b839066,7cb6c54b,b4920c7e,1,2,21647,320,50,2487,1,547,100019,51
96,430008151625285147,1,14102102,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,16b3c175,8b1aa260,1,0,17753,320,50,1993,2,1063,-1,33
97,4933590012347849498,0,14102102,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,5140d8aa,65b7bc10,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
98,5041516116582479406,1,14102102,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,90a87adf,76f67383,1,0,21647,320,50,2487,1,547,100070,51
99,5347207849891016629,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,70997818,fbec56bc,1,0,15707,320,50,1722,0,35,100084,79
100,5803068306592954713,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,c62e7b6b,d9b5648e,0f2161f8,a99f214a,40ee4724,af7fe221,1,0,19743,320,50,2264,3,427,100000,61
101,6000773086789005335,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c4830f68,d787e91b,1,0,15707,320,50,1722,0,35,-1,79
102,6438464322226779093,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,6aa4f7e3,c521e543,34f1e8de,1,0,21647,320,50,2487,1,547,-1,51
103,6615528832644417263,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,cd0ff27e,8eeb9a7b,d787e91b,1,0,19251,320,50,2201,3,35,-1,43
104,6684978935128815012,0,14102102,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57c5eaa2,76dc4769,1,0,16071,320,50,1784,2,175,100081,95
105,6871144418030205454,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,cfbd8210,d9b5648e,0f2161f8,a99f214a,ef7e1c52,72a00661,1,0,21611,320,50,2480,3,297,100111,61
106,6871830243598140841,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3bfa19cb,2347f47a,0f2161f8,947de91e,cb4b1d0b,c4cff2ea,1,0,21647,320,50,2487,1,547,-1,51
107,6972574709213920815,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,91263cc2,4ea23a13,1,0,15707,320,50,1722,0,35,-1,79
108,7137213933347207341,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,0bbbd266,2347f47a,75d80bbe,a99f214a,24856a23,6bfbb32f,1,0,19251,320,50,2201,3,35,-1,43
109,72643794258811635,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,82e55dba,a0f5f879,1,0,15701,320,50,1722,0,35,-1,79
110,7265452114871370652,0,14102102,1005,1,44637516,27e3c518,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7ca464c6,1ccc7835,1,0,15701,320,50,1722,0,35,100084,79
111,8282692253539834121,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,8a4875bd,1,0,15706,320,50,1722,0,35,-1,79
112,8508877461543935543,0,14102102,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a08f703d,779d90c2,1,0,18993,320,50,2161,0,35,-1,157
113,8644633186736120968,1,14102102,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f37a18c,d787e91b,1,0,16208,320,50,1800,3,167,100077,23
114,8737698500449646022,0,14102102,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de463e0b,3f67c4c4,1,0,20362,320,50,2333,0,39,100075,157
115,8864294435120560436,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,03641a6d,2347f47a,4ce2e9fc,dcefb131,10eb537f,cd5b1559,1,2,20596,320,50,2161,0,35,100034,157
116,8893113768341739460,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,940961b9,7801e8d9,0f2161f8,efa2fb7a,16624a5f,a1a7a957,1,0,19251,320,50,2201,3,35,100148,43
117,8987371850822969317,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3bfa19cb,2347f47a,0f2161f8,6513a817,dd0d618f,1ccc7835,1,0,21647,320,50,2487,1,547,100148,51
118,9789914794649604321,1,14102102,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,32bb6368,5096d134,1,0,17753,320,50,1993,2,1063,-1,33
119,10128701255405704287,0,14102103,1002,0,5a83611c,b9b91c42,50e219e0,ecad2386,7801e8d9,07d7df22,500036e0,bf189acb,407723ef,0,0,19665,320,50,2253,2,303,-1,52
120,10288642951701459653,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,26cffa59,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
121,10308374163757337520,0,14102103,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0c0b31c0,d4897fef,1,0,16208,320,50,1800,3,167,100075,23
122,1054863093450228674,0,14102103,1005,0,1a5c1d83,5dddf09e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4a2b9496,fce66524,1,0,20362,320,50,2333,0,39,-1,157
123,10853072444133208667,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,13421da4,0671f8e1,1,0,15707,320,50,1722,0,35,100083,79
124,10865057883086472760,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a943a8f6,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
125,10972014149784796028,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,06ef0828,828da833,0f2161f8,a99f214a,5b622857,1f0bc64f,1,0,19251,320,50,2201,3,35,-1,43
126,11341439834810626130,0,14102103,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0c440d9b,8a4875bd,1,0,16920,320,50,1899,0,431,-1,117
127,11349501392584048162,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,4d95ed27,8106d560,dff23b13,1,0,16688,320,50,1873,3,39,-1,23
128,11927400686092723774,1,14102103,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1952588f,26c9594e,1,0,16920,320,50,1899,0,431,-1,117
129,11983590330506421454,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,79da2879,4ea23a13,1,0,15702,320,50,1722,0,35,-1,79
130,12325367121984069642,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,ae04d6ee,ef726eae,1,0,6616,320,50,576,2,35,-1,32
131,12545928821365955791,0,14102103,1005,0,e9ca7d40,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,416d8b1c,a25f5408,1,0,20345,300,250,2331,2,39,-1,23
132,12687064686190754134,1,14102103,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3c961778,76dc4769,1,0,16208,320,50,1800,3,167,100075,23
133,13460814702493683940,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,01e46951,4ea23a13,1,0,15708,320,50,1722,0,35,-1,79
134,1351653102402276425,0,14102103,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,36961559,eba9519f,1,0,19772,320,50,2227,0,687,100079,48
135,13557090394752901938,0,14102103,1005,0,deb24fc8,e6261103,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,77e64855,36b67a2a,1,0,21612,320,50,2481,3,297,100111,61
136,13802849064283821153,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,78c2a1c6,3bd9e8e7,1,0,15705,320,50,1722,0,35,100084,79
